model,task,created,log_file,dimension,accuracy,stderr
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Diverse Desires,0.8,0.20000000000000004
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Emotion Recognition,0.6,0.24494897427831783
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Faux Pas Detection,0.8,0.20000000000000004
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,First-Order False Belief,0.8,0.19999999999999998
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Hidden Emotion (Appearance vs. Reality),0.8,0.19999999999999998
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Intention vs. Accident,0.6,0.24494897427831783
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Irony,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Knowledge Access / Ignorance,0.8,0.19999999999999998
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Sarcasm,1.0,0.0
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Second-Order False Belief,0.4,0.24494897427831783
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,White Lies / Prosocial Deception,0.8,0.20000000000000004
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,ALL (overall),0.7666666666666667,0.05506373639622878
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Diverse Beliefs,0.6,0.24494897427831783
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Diverse Desires,0.6,0.24494897427831783
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Emotion Recognition,0.8,0.19999999999999998
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Faux Pas Detection,0.6,0.24494897427831783
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,First-Order False Belief,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Hidden Emotion (Appearance vs. Reality),1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Intention vs. Accident,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Irony,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Knowledge Access / Ignorance,0.6,0.24494897427831783
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Sarcasm,1.0,0.0
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,Second-Order False Belief,0.6,0.24494897427831783
openrouter/meta-llama/llama-4-scout,tom_12dim_freeresponse,2026-07-14T18:41:06+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-41-06-00-00_tom-12dim-freeresponse_RaVeajARokJdnHtmSDFfWj.eval,White Lies / Prosocial Deception,0.4,0.24494897427831783
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,ALL (overall),0.8,0.05207556439232954
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Diverse Beliefs,0.8,0.19999999999999998
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Diverse Desires,0.8,0.20000000000000004
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Emotion Recognition,0.8,0.19999999999999998
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Faux Pas Detection,0.4,0.24494897427831783
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,First-Order False Belief,0.8,0.19999999999999998
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Hidden Emotion (Appearance vs. Reality),1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Intention vs. Accident,0.8,0.20000000000000004
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Irony,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Knowledge Access / Ignorance,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Sarcasm,1.0,0.0
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,Second-Order False Belief,0.4,0.24494897427831783
openrouter/mistralai/mistral-small-24b-instruct-2501,tom_12dim_freeresponse,2026-07-14T18:39:57+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-39-57-00-00_tom-12dim-freeresponse_g4mcbFAP2qUyxiPG3WNBSj.eval,White Lies / Prosocial Deception,0.8,0.20000000000000004
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,ALL (overall),0.9333333333333333,0.03247482002983031
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Diverse Beliefs,0.8,0.20000000000000004
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Diverse Desires,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Emotion Recognition,0.8,0.19999999999999998
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Faux Pas Detection,0.6,0.24494897427831783
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,First-Order False Belief,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Hidden Emotion (Appearance vs. Reality),1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Intention vs. Accident,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Irony,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Knowledge Access / Ignorance,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Sarcasm,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,Second-Order False Belief,1.0,0.0
openrouter/mistralai/mistral-small-3.2-24b-instruct,tom_12dim_freeresponse,2026-07-14T18:44:50+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-44-50-00-00_tom-12dim-freeresponse_3rFc5oRWWZQkH8Uh4rw4UK.eval,White Lies / Prosocial Deception,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,ALL (overall),0.8333333333333334,0.0485185424782985
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Diverse Beliefs,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Diverse Desires,0.8,0.20000000000000004
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Emotion Recognition,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Faux Pas Detection,0.4,0.24494897427831783
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,First-Order False Belief,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Hidden Emotion (Appearance vs. Reality),1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Intention vs. Accident,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Irony,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Knowledge Access / Ignorance,0.8,0.19999999999999998
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Sarcasm,0.8,0.20000000000000004
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,Second-Order False Belief,0.4,0.24494897427831783
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:22+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-22-00-00_tom-12dim-freeresponse_BQGFH5Cy3mo3cnDAN24NSJ.eval,White Lies / Prosocial Deception,0.8,0.20000000000000004
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,ALL (overall),0.7,0.059660053921349286
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Diverse Beliefs,0.8,0.19999999999999998
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Diverse Desires,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Emotion Recognition,0.8,0.19999999999999998
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Faux Pas Detection,0.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,First-Order False Belief,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Hidden Emotion (Appearance vs. Reality),0.6,0.24494897427831783
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Intention vs. Accident,0.4,0.24494897427831783
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Irony,0.8,0.19999999999999998
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Knowledge Access / Ignorance,0.8,0.19999999999999998
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Sarcasm,0.8,0.19999999999999998
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,Second-Order False Belief,0.8,0.19999999999999998
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:10+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-10-00-00_tom-12dim-freeresponse_SpnebNWEzArkb77GnWDqYc.eval,White Lies / Prosocial Deception,0.6,0.24494897427831783
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,ALL (overall),0.9333333333333333,0.03247482002983031
openrouter/qwen/qwen3-32b,tom_12dim_freeresponse,2026-07-14T18:43:23+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-43-23-00-00_tom-12dim-freeresponse_TkvoDuqwx3RUSU95qscyqL.eval,Diverse Beliefs,1.0,0.0
