model,task,created,log_file,dimension,construct,accuracy,stderr
openai-api/local/qwen/qwen-1.5-72b-chat,tom_12dim_mcq,2026-07-16T20:17:27+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-17-27-00-00_tom-12dim-mcq_84yWj5zmHHiR7oHFFbYB8X.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openai-api/local/qwen/qwen-1.5-72b-chat,tom_12dim_mcq,2026-07-16T20:17:27+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-17-27-00-00_tom-12dim-mcq_84yWj5zmHHiR7oHFFbYB8X.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen-1.5-72b-chat,tom_12dim_mcq,2026-07-16T20:17:27+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-17-27-00-00_tom-12dim-mcq_84yWj5zmHHiR7oHFFbYB8X.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen-1.5-72b-chat,tom_12dim_mcq,2026-07-16T20:17:27+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-17-27-00-00_tom-12dim-mcq_84yWj5zmHHiR7oHFFbYB8X.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,ALL (overall),ALL (overall),0.3225806451612903,0.042149788311499216
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Diverse Beliefs,Belief reasoning,0.7,0.15275252316519464
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Diverse Desires,Desire / intention inference,0.4,0.16329931618554522
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Emotion Recognition,Emotion recognition,0.16666666666666666,0.11236664374387369
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Faux Pas Detection,Pragmatic understanding,0.1,0.09999999999999999
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,First-Order False Belief,Belief reasoning,0.6666666666666666,0.1421338109037403
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,0.1,0.09999999999999999
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Intention vs. Accident,Desire / intention inference,0.0,0.0
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Irony,Pragmatic understanding,0.3,0.15275252316519464
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Knowledge Access / Ignorance,Knowledge access,0.1,0.09999999999999999
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Sarcasm,Pragmatic understanding,0.1,0.09999999999999999
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,Second-Order False Belief,Belief reasoning,0.9,0.09999999999999999
openai-api/local/qwen/qwen1.5-14b-chat,tom_12dim_mcq,2026-07-16T19:55:15+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-55-15-00-00_tom-12dim-mcq_GsoX2cjLUczeKo8AbZhDPs.eval,White Lies / Prosocial Deception,Deception,0.3,0.15275252316519464
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,ALL (overall),ALL (overall),0.6451612903225806,0.043141683745036845
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Emotion Recognition,Emotion recognition,0.9166666666666666,0.08333333333333333
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Faux Pas Detection,Pragmatic understanding,0.5,0.16666666666666666
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,First-Order False Belief,Belief reasoning,0.4166666666666667,0.1486470975026408
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,0.8,0.13333333333333333
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Intention vs. Accident,Desire / intention inference,0.5,0.16666666666666666
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Irony,Pragmatic understanding,0.7,0.15275252316519466
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Knowledge Access / Ignorance,Knowledge access,0.6,0.1632993161855452
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Sarcasm,Pragmatic understanding,0.6,0.16329931618554522
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,Second-Order False Belief,Belief reasoning,0.1,0.09999999999999999
openai-api/local/qwen/qwen1.5-7b-chat,tom_12dim_mcq,2026-07-16T19:41:00+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T19-41-00-00-00_tom-12dim-mcq_CSzUc6uY9mAo6R9QeEXa5F.eval,White Lies / Prosocial Deception,Deception,0.6,0.16329931618554522
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,ALL (overall),ALL (overall),0.9919354838709677,0.008064516129032261
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,First-Order False Belief,Belief reasoning,0.9166666666666666,0.08333333333333333
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Irony,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen2-72b-instruct,tom_12dim_mcq,2026-07-16T20:52:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-52-56-00-00_tom-12dim-mcq_Y457zVLV9BtTLDnfCqvtF9.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,ALL (overall),ALL (overall),0.9435483870967742,0.020809790594432893
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,First-Order False Belief,Belief reasoning,0.8333333333333334,0.11236664374387367
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Intention vs. Accident,Desire / intention inference,0.9,0.09999999999999999
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Irony,Pragmatic understanding,0.9,0.09999999999999999
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Sarcasm,Pragmatic understanding,0.9,0.09999999999999999
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,Second-Order False Belief,Belief reasoning,0.8,0.13333333333333333
openai-api/local/qwen/qwen2-7b-instruct,tom_12dim_mcq,2026-07-16T20:37:01+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T20-37-01-00-00_tom-12dim-mcq_U5n22nX6HcsN6N2sCeJhWx.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,ALL (overall),ALL (overall),1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Irony,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen2.5-72b-instruct,tom_12dim_mcq,2026-07-16T21:50:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-50-56-00-00_tom-12dim-mcq_o6YmxM5e5Q3ZhmFd68TwxW.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,ALL (overall),ALL (overall),0.75,0.03904344047215152
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Diverse Desires,Desire / intention inference,0.8,0.13333333333333333
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,First-Order False Belief,Belief reasoning,0.9166666666666666,0.08333333333333333
openai-api/local/qwen/qwen2.5-7b-instruct,tom_12dim_mcq,2026-07-16T21:05:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-16T21-05-53-00-00_tom-12dim-mcq_bTSJEeQXxZTa54UUJfvLNz.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,0.6,0.16329931618554522
